date_time,salinity,temperature,latitude,longitude,salinity_flag,density,total_phosphate,total_ammonia,total_silicate,total_nitrate_nitrite,total_nitrite,total_nitrate,Phosphate_flag,Ammonium_flag,Nitrate_and_Nitrite_flag,Nitrite_flag,Nitrate_flag,Silicate_flag,sample,depth,tco2,internal_flag_tco2,duplicate_difference_tco2,n_duplicates_tco2,flag_tco2,talk,internal_flag_talk,duplicate_difference_talk,n_duplicates_talk,pH_initial_talk,flag_talk,EXPOCODE,Cruise_ID,Year_UTC,Month_UTC,Day_UTC,Time_UTC
2020-12-08 22:24:00,35.756005,13.4435,47.25180555555555,-10.181111111111113,2.0,1.0268887787426109,0.1353603213706166,0.277050414264565,1.070709931989271,1.8497620066092175,0.1562973328259964,1.6934646737832213,2.0,2.0,2.0,2.0,2.0,3.0,1,3,2121.4392256048595,2.0,0.5652057763313678,2.0,2.0,2346.147797594931,2.0,0.4139216180324183,2.0,7.974139388542207,2.0,06SN20201204,SO279,2020,12,8,22:24:00
2020-12-09 08:10:00,35.81310775970076,13.7981,47.43888888888889,-10.514444444444443,2.0,1.0268590972036786,0.1611710900265539,0.199150984353053,0.8740244912316143,2.047992763298145,0.2259316790704563,1.8220610842276883,2.0,2.0,2.0,2.0,2.0,2.0,2,3,2124.331386188247,2.0,11.73911126995199,2.0,2.0,2347.329119815846,2.0,1.0339529963034693,2.0,7.986573442720272,2.0,06SN20201204,SO279,2020,12,9,08:10:00
2020-12-09 14:08:00,35.7670398297639,13.5952,47.25527777777778,-10.181944444444444,2.0,1.026865866680544,0.2113226342808298,0.4060900391479541,0.9782192909451316,2.9969834423928745,0.2254432711336962,2.7715401712591783,2.0,2.0,2.0,2.0,2.0,2.0,3,3,2118.1713698571552,3.0,,1.0,3.0,2354.611837267764,3.0,,1.0,7.978739047039366,3.0,06SN20201204,SO279,2020,12,9,14:08:00
2020-12-11 20:21:00,36.45132964667912,16.7124,38.82972222222222,-18.49222222222222,2.0,1.0266984865011886,0.0788936587176961,0.6418632233945901,0.6998159726995645,0.7110169242459041,0.0935035955172695,0.6175133287286345,2.0,2.0,2.0,2.0,2.0,2.0,4,3,2110.413801034525,2.0,2.9878269092614573,2.0,2.0,2372.362977521733,2.0,8.28575165511711,2.0,8.039097033775782,2.0,06SN20201204,SO279,2020,12,11,20:21:00
2020-12-12 09:27:00,36.689727370721975,18.1357,36.748333333333335,-20.40194444444444,2.0,1.0265341299334323,0.0136381242393838,0.1621962632755298,0.5854651905621229,0.1203077388259936,0.0073061379853842,0.1130016008406094,2.0,2.0,2.0,2.0,2.0,2.0,5,3,2111.0808421534493,3.0,0.8182166672809217,2.0,2.0,2385.012169027733,2.0,7.0107388109436215,2.0,8.06182902138247,2.0,06SN20201204,SO279,2020,12,12,09:27:00
2020-12-12 22:12:00,36.94018882349032,19.4297,34.47138888888889,-22.183333333333334,2.0,1.0263944685320894,0.029715670665704,0.2065482682337467,0.5441377726818284,0.0871984434288695,0.0116914114094573,0.0755070320194121,2.0,2.0,2.0,2.0,2.0,2.0,6,3,2104.934625710301,3.0,,1.0,3.0,2400.3354453194597,2.5,2.7470127913056785,2.0,8.078955078925418,2.0,06SN20201204,SO279,2020,12,12,22:12:00
2020-12-13 10:28:00,37.10145723908936,20.5789,32.24194444444444,-24.18305555555556,2.0,1.0262111858283298,0.0077956663408834,0.097445829261043,0.5413115815450944,0.0750332885310031,0.0048722914630521,0.070160997067951,2.0,2.0,2.0,2.0,2.0,2.0,7,3,2113.538565853441,2.0,5.230105415007074,2.0,2.0,2417.659313272141,2.0,3.0491746525144663,2.0,8.097692107996574,2.0,06SN20201204,SO279,2020,12,13,10:28:00
2020-12-13 22:08:00,37.2100543619702,20.7195,31.459722222222226,-24.694722222222225,2.0,1.02625575119755,0.0082825358007311,0.2616306897054502,0.528620667281962,0.0506696307809437,0.0087697437890094,0.0418998869919342,2.0,2.0,2.0,2.0,2.0,2.0,8,3,2119.0501757837824,2.0,12.463016939128464,2.0,2.0,2420.8012187475474,2.0,1.833729016362668,2.0,8.099038719439577,2.0,06SN20201204,SO279,2020,12,13,22:08:00
2020-12-14 07:28:00,37.13104193129576,20.6698,31.281944444444445,-24.99805555555556,2.0,1.026209034973265,0.0043850715074996,0.2192535753749835,0.5305936524074604,0.0638271519424951,0.012180754187499,0.0516463977549961,3.0,2.0,2.0,2.0,2.0,2.0,9,3,2110.9666426030926,2.0,3.1241973793098623,2.0,2.0,2421.806207805618,2.0,4.205458684551104,2.0,8.095785647496102,2.0,06SN20201204,SO279,2020,12,14,07:28:00
2020-12-15 21:43:00,37.0753134615236,21.433,31.22361111111111,-28.44,2.0,1.0259563811985022,0.0077976024581615,0.1949400614540395,0.4922236551714497,0.0696910719698191,0.0082849526117966,0.0614061193580224,2.0,2.0,2.0,2.0,2.0,2.0,10,3,2118.466598502968,2.0,0.2419045889405424,2.0,2.0,2430.327289291444,2.5,3.2400897765141963,2.0,8.098194945493976,2.0,06SN20201204,SO279,2020,12,15,21:43:00
2020-12-16 11:10:00,36.95593622648535,20.5804,31.034444444444443,-29.532222222222224,2.0,1.026099772668956,0.0107202050843342,0.2611831784183263,0.5428322029067454,0.043368102386625,0.012182051232198,0.0311860511544269,2.0,2.0,2.0,2.0,2.0,2.0,11,3,2109.816508919732,2.0,4.162404652823625,2.0,2.0,2411.730567600345,2.0,2.318700478274877,2.0,8.09985302558101,2.0,06SN20201204,SO279,2020,12,16,11:10:00
2020-12-17 13:49:00,36.96692508668649,20.472,31.445,-29.67083333333333,2.0,1.0261375196420737,0.0048726412437818,0.213421686477646,0.5530447811692427,0.0740641469054844,0.0126688672338328,0.0613952796716515,3.0,2.0,2.0,2.0,2.0,2.0,12,3,2102.673185035006,3.0,3.262227230278313,2.0,2.0,2410.395137333449,2.0,2.187386938178861,2.0,8.09855670558564,2.0,06SN20201204,SO279,2020,12,17,13:49:00
2020-12-17 20:52:00,36.98362391430306,20.3899,31.48972222222222,-30.479444444444443,2.0,1.026172438102728,0.0077959607010991,0.1681004026174511,0.5608219229353224,0.0716253889413486,0.0131556836831048,0.0584697052582438,2.0,2.0,2.0,2.0,2.0,2.0,13,3,2106.538399839882,3.0,1.7726675426119982,2.0,2.0,2410.564194701647,3.0,,1.0,8.094336145985475,3.0,06SN20201204,SO279,2020,12,17,20:52:00
2020-12-18 10:52:00,,21.6063,31.35083333333333,-33.84638888888889,9.0,,,,,,,,9.0,9.0,9.0,9.0,9.0,9.0,14,3,2122.137662892861,2.0,8.109738005081908,2.0,2.0,2431.991739378469,2.0,2.6402975381624856,2.0,8.103883561919375,2.0,06SN20201204,SO279,2020,12,18,10:52:00
2020-12-18 22:32:00,37.33140678730589,21.7027,31.236944444444447,-33.95166666666666,2.0,1.0260759375014012,0.0068221071600662,0.185171480058941,0.5175055574278828,0.051653097069073,0.0155933877944371,0.0360597092746358,2.0,2.0,2.0,2.0,2.0,2.0,15,3,2115.832794293852,3.0,2.941250349233087,2.0,3.0,2442.3947025970747,3.0,,1.0,8.106362396648024,3.0,06SN20201204,SO279,2020,12,18,22:32:00
2020-12-19 10:42:00,37.22152318008652,21.3263,31.459444444444447,-34.10972222222222,2.0,1.0260974245807768,0.0087710969586313,0.1569051789266289,0.5238294016960441,0.4180889550280984,0.0170549107528944,0.4010340442752039,2.0,2.0,2.0,2.0,2.0,2.0,16,3,2107.2164915719823,3.0,1.854512464823074,2.0,2.0,2424.548697839123,3.0,,1.0,8.10695488759804,3.0,06SN20201204,SO279,2020,12,19,10:42:00
2020-12-19 16:22:00,37.18510794182495,21.3548,31.42833333333333,-34.09222222222222,2.0,1.026061764460355,0.0077968015933304,0.2914054595507275,0.5277460078485584,0.1437535293770311,0.0165682033858272,0.1271853259912037,3.0,2.0,2.0,2.0,2.0,2.0,17,3,2110.8607557081777,2.0,1.855201323971869,2.0,2.0,2407.9436917115663,3.0,,1.0,8.110429378938198,3.0,06SN20201204,SO279,2020,12,19,16:22:00
2020-12-19 16:52:00,37.18476642074928,21.3546,31.48111111111111,-34.14444444444444,2.0,1.0260615599050755,0.0068222027542358,0.2938420186288751,0.5253096120761649,0.3425720383019888,0.0389840157384908,0.3035880225634979,2.0,2.0,2.0,3.0,2.0,2.0,18,3,2122.663776431371,3.0,,1.0,3.0,2423.682991478998,2.0,0.4260488063819139,2.0,8.107963890263122,2.0,06SN20201204,SO279,2020,12,19,16:52:00
2020-12-19 17:22:00,37.18357310002837,21.3566,31.53388888888889,-34.19694444444444,2.0,1.026060094925318,0.0063349116023005,0.3659629702559778,0.5272595656683996,0.4692707594627253,0.043857080323619,0.4254136791391061,3.0,2.0,2.0,3.0,2.0,2.0,19,3,2114.250918706497,2.0,1.772575200792744,2.0,2.0,2424.7025484759924,2.0,2.713933094180448,2.0,8.110477384240319,2.0,06SN20201204,SO279,2020,12,19,17:22:00
2020-12-19 17:52:00,37.18272655455316,21.3663,31.564444444444444,-34.223055555555554,2.0,1.0260567531509377,0.005847629754957,0.1842003372811457,0.523850165548232,0.1871241521586242,0.0190047967036102,0.1681193554550139,3.0,2.0,2.0,2.0,2.0,2.0,20,3,2110.6959564606386,2.0,1.960110902197357,2.0,2.0,2424.699658305891,2.0,1.7732424160835762,2.0,8.107759604360322,2.0,06SN20201204,SO279,2020,12,19,17:52:00
2020-12-19 22:01:00,37.05892667722999,21.3946,32.05166666666667,-34.35416666666667,2.0,1.025954587255362,0.0048735100579607,0.0774888099215762,0.5580169016365084,0.0414248354926665,0.0029241060347764,0.03850072945789,2.0,2.0,2.0,2.0,2.0,2.0,21,3,2099.216901783635,2.0,0.7215909417682269,2.0,2.0,2415.7567512593246,2.5,2.089113845369866,2.0,8.113822215609911,2.0,06SN20201204,SO279,2020,12,19,22:01:00
2020-12-20 09:04:00,37.03465144704223,21.8675,33.45194444444444,-34.61944444444445,2.0,1.025803686154106,0.0082861858606375,0.3475323834490912,0.5912437322913712,0.1842457797247635,0.0497171151638251,0.1345286645609385,2.0,3.0,3.0,3.0,3.0,2.0,22,3,2100.34691362131,2.0,1.3301241446165477,2.0,2.0,2416.8848895559554,3.0,,1.0,8.121819623585838,3.0,06SN20201204,SO279,2020,12,20,09:04:00
2020-12-20 16:50:00,37.07369539916185,21.8565,33.45111111111111,-34.61805555555556,2.0,1.0258364976667862,-0.0024370355370335,0.1696176733775355,0.5926870426065611,0.18229025817011,0.0097481421481341,0.1725421160219757,2.0,2.0,2.0,2.0,2.0,2.0,23,3,2098.9196975252744,3.0,,1.0,3.0,2417.026276490583,2.0,1.4486417901302957,2.0,8.119142829937882,2.0,06SN20201204,SO279,2020,12,20,16:50:00
2020-12-20 22:08:00,36.92718182577747,21.6118,33.34166666666667,-34.54694444444445,2.0,1.0257936921762534,0.0073114116973057,0.1433036692671943,0.5649284104784975,0.2588239740846265,0.0077988391437928,0.2510251349408336,2.0,2.0,2.0,2.0,2.0,2.0,24,3,2097.736555109216,3.0,2.1371428124180056,2.0,3.0,2413.364104256957,3.0,,1.0,8.118475167980806,3.0,06SN20201204,SO279,2020,12,20,22:08:00
2020-12-21 09:25:00,37.09833023419182,21.6728,33.31944444444444,-34.776666666666664,2.0,1.0259068955499246,0.009747473229176,0.3128938906565512,0.5828988991047277,0.281214602661729,0.0141338361823052,0.2670807664794237,2.0,3.0,3.0,3.0,3.0,2.0,25,3,2103.6600089261124,2.0,6.237425425787478,2.0,2.0,2422.346901111404,2.0,2.3631667202812423,2.0,8.120050180519064,2.0,06SN20201204,SO279,2020,12,21,09:25:00
2020-12-21 11:31:00,37.08902862087022,21.6387,33.20638888888889,-34.48083333333334,2.0,1.0259093723063717,0.0151085470299915,0.1052724567251028,0.5770490220487122,0.0838280673922115,0.007797959757415,0.0760301076347965,3.0,2.0,2.0,2.0,2.0,2.0,26,3,2098.997234674328,3.0,0.5610902261491901,2.0,2.0,2421.0695977301634,2.0,0.8025654723851403,2.0,8.120864475114029,2.0,06SN20201204,SO279,2020,12,21,11:31:00
2020-12-21 21:40:00,37.09317450294895,21.807,33.30083333333333,-33.96583333333333,2.0,1.0258652652296851,0.0058487212730188,0.0784703437463364,0.5838973404230501,0.4942169475700941,0.0014621803182546,0.4927547672518393,2.0,2.0,2.0,2.0,2.0,2.0,27,3,2103.212691460724,3.0,3.710382165817919,2.0,2.0,2420.3288162652298,2.0,7.023898704452677,2.0,8.118389582071941,2.0,06SN20201204,SO279,2020,12,21,21:40:00
2020-12-22 10:47:00,36.99272533708695,21.6066,33.60805555555556,-33.83305555555556,2.0,1.0258450434715032,0.0029244182823634,0.1501201384946575,0.584396253425631,0.1116152977768719,0.006823642658848,0.1047916551180238,2.0,2.0,2.0,3.0,2.0,2.0,28,3,2096.237034927857,2.0,1.5819973814873265,2.0,2.0,2409.121026324072,2.0,0.9157716457361856,2.0,8.118208697729472,2.0,06SN20201204,SO279,2020,12,22,10:47:00
2020-12-22 21:17:00,37.11288736485569,21.6684,33.20027777777778,-34.00055555555556,2.0,1.025919211062987,0.0082852527843716,0.1350008836041737,0.5653466605806552,0.0346031145700228,0.0009747356216907,0.033628378948332,2.0,2.0,2.0,2.0,2.0,2.0,29,3,2101.752873220251,2.0,5.495906863595337,2.0,2.0,2421.075304328914,2.0,0.0777603203473518,2.0,8.119111252601492,2.0,06SN20201204,SO279,2020,12,22,21:17:00
2020-12-23 11:33:00,36.931350688881714,20.7994,33.09777777777778,-30.92083333333333,2.0,1.0260214108173895,0.0024365963260048,0.146683098825494,0.5355638724558738,0.0794330402277592,0.0112083430996224,0.0682246971281367,3.0,2.0,2.0,2.0,2.0,2.0,30,3,2115.6487455000406,3.0,2.144916937410926,2.0,2.0,2417.7882950962,2.0,3.025170778176289,2.0,8.101708401929532,2.0,06SN20201204,SO279,2020,12,23,11:33:00
2020-12-23 21:52:00,36.81218747207803,20.6626,33.28972222222222,-29.28555555555556,2.0,1.0259678148748632,0.0146203416740022,0.1335324539558872,0.5614211202816868,0.1111145967224171,0.0146203416740022,0.0964942550484148,2.0,2.0,2.0,2.0,2.0,2.0,31,3,2113.414089447774,3.0,2.3020299066997723,2.0,2.0,2419.555150048877,2.0,1.952024819073813,2.0,8.097183636149861,2.0,06SN20201204,SO279,2020,12,23,21:52:00
2020-12-24 10:19:00,36.7824250374421,20.2268,33.80916666666666,-29.02166666666667,2.0,1.0260627600848802,0.016568187309121,1.4511782884283062,0.5672167655240256,0.1729913674922929,0.0238776817102037,0.1491136857820892,2.0,2.0,2.0,2.0,2.0,2.0,32,3,2113.44156898897,3.0,0.7426190931837482,2.0,2.0,2408.817043564408,2.0,2.9471840547739703,2.0,8.089574361898759,2.0,06SN20201204,SO279,2020,12,24,10:19:00
2020-12-24 23:05:00,36.99605869379805,19.7057,33.54527777777778,-26.968611111111112,2.0,1.0263645974953817,0.0151018459111161,0.3892378994510258,0.6045609927643594,0.2645258816043893,0.0487156319713424,0.2158102496330468,2.0,2.0,2.0,2.0,2.0,2.0,33,3,2105.9447275669954,2.0,3.683380630970987,2.0,2.0,2401.895133047164,2.5,3.3423750312849734,2.0,8.083846680015554,2.0,06SN20201204,SO279,2020,12,24,23:05:00
2020-12-25 11:15:00,36.810363222337806,19.5135,33.507777777777775,-25.29138888888889,2.0,1.0262732694693355,0.0097439934347805,0.2499334316021216,0.594383599521615,0.1310567116977986,0.0433607707847734,0.0876959409130251,2.0,2.0,2.0,2.0,2.0,3.0,34,3,2112.59959816396,2.0,8.468290606191658,2.0,2.0,2402.0454291910555,2.0,1.6174637609487943,2.0,8.084276232995082,2.0,06SN20201204,SO279,2020,12,25,11:15:00
2020-12-25 21:39:00,36.72956698782549,19.5607,33.73027777777777,-24.217777777777776,2.0,1.026199133097248,0.0107191671140864,0.1763790225136036,0.543266878736652,0.0823426928309364,0.0229000388346391,0.0594426539962973,2.0,2.0,2.0,2.0,2.0,2.0,35,3,2114.3409249637925,2.0,8.99283968055397,2.0,2.0,2401.384313996248,2.0,1.313207304139269,2.0,8.079274386992692,2.0,06SN20201204,SO279,2020,12,25,21:39:00
2020-12-26 10:55:00,28.885645951271663,19.0308,34.173611111111114,-22.774444444444445,3.0,1.0203484058222885,0.011760688732913,0.3268491410355424,0.5826441209764017,0.1455385230697992,0.0396923244735816,0.1058461985962176,3.0,3.0,3.0,3.0,3.0,3.0,36,3,2129.3845049569827,2.0,4.024600876033674,2.0,2.0,2407.729541001827,2.0,5.22031786423031,2.0,8.059309392652118,2.0,06SN20201204,SO279,2020,12,26,10:55:00
2020-12-26 22:42:00,,18.4386,34.92083333333333,-21.71583333333333,4.0,,,,,,,,9.0,9.0,9.0,9.0,9.0,9.0,37,3,2126.3955973647458,3.0,,1.0,3.0,2379.740040590603,2.0,7.339619361187033,2.0,8.058289347468705,2.0,06SN20201204,SO279,2020,12,26,22:42:00
2020-12-28 15:16:00,36.57662897052267,18.2134,35.42527777777778,-20.92277777777777,2.0,1.026427978731934,0.0077940198102192,0.2308978368777454,0.5972167679580503,0.1222686857728145,0.0238691856687964,0.0983995001040179,2.0,2.0,2.0,2.0,2.0,2.0,38,3,2120.88492451375,3.0,,1.0,3.0,2394.05969727139,2.0,3.518904062488218,2.0,8.065166247353805,2.0,06SN20201204,SO279,2020,12,28,15:16:00
2020-12-28 21:39:00,36.5334071291377,17.7627,35.63583333333333,-20.46,2.0,1.0265070245400292,0.0155868392689952,0.1397944646938012,0.6332153453029321,0.2109094188585919,0.0175351941776196,0.1933742246809723,2.0,2.0,2.0,2.0,2.0,2.0,39,3,2122.7123205831367,2.0,0.5727153390967032,2.0,2.0,2389.894912447467,2.0,5.027126939447044,2.0,8.057273269673734,2.0,06SN20201204,SO279,2020,12,28,21:39:00
2020-12-29 10:58:00,36.27206274636493,16.297,37.18194444444445,-18.83638888888889,2.0,1.026658510394859,0.0399353821985376,0.1704558996279045,0.7134796941568002,0.6935120030575315,0.0740265621241184,0.619485440933413,2.0,2.0,2.0,2.0,2.0,2.0,40,3,2121.621542082418,2.0,20.00713890858242,2.0,2.0,2374.1837455592567,2.0,2.1355463065642653,2.0,8.032000031656267,2.0,06SN20201204,SO279,2020,12,29,10:58:00
2020-12-29 22:44:00,36.25519013462464,16.4601,38.61305555555556,-17.31388888888889,2.0,1.026607306279523,0.0272743042336932,0.1344233565803452,0.6200033801694911,0.2659244662785091,0.0263002219396327,0.2396242443388763,2.0,2.0,2.0,2.0,2.0,2.0,41,3,2117.4376332473294,2.0,5.829637538756742,2.0,2.0,2374.6071649437663,2.0,0.8783161794008265,2.0,8.036700467425202,2.0,06SN20201204,SO279,2020,12,29,22:44:00
2020-12-30 12:04:00,36.10846000000001,15.7643,40.22916666666666,-15.524444444444445,2.0,1.0266556982638415,0.0409095279664111,0.176300584807629,0.6175390650167778,0.4748427353244151,0.074026764891601,0.400815970432814,2.0,2.0,2.0,2.0,2.0,2.0,42,3,2114.7706973441805,3.0,,1.0,3.0,2364.8530261252063,2.0,0.5946526141933646,2.0,8.022429038095314,2.0,06SN20201204,SO279,2020,12,30,12:04:00
2020-12-30 19:26:00,36.12216000000001,15.2404,41.10722222222223,-14.548333333333334,2.0,1.0267847991846537,0.1110261859062627,0.1655653649479356,0.8833399176928096,1.7920015970835388,0.1037218315703243,1.6882797655132142,2.0,2.0,2.0,2.0,2.0,2.0,43,3,2116.746677504704,2.0,10.037872863233588,2.0,2.0,2363.350105314866,2.5,3.258312786533679,2.0,8.012424361017079,2.0,06SN20201204,SO279,2020,12,30,19:26:00
2020-12-30 19:48:00,36.09886,15.126,41.38611111111111,-14.461388888888887,2.0,1.0267923826319894,0.1124862259923835,0.1626424219976455,0.8711595597418802,1.7544929534656195,0.1144340394294811,1.640058914036139,2.0,2.0,2.0,2.0,2.0,2.0,44,3,2123.616362652146,2.0,6.856225106178499,2.0,2.0,2363.2918528895952,2.0,1.1144078566612734,2.0,8.012127106405998,2.0,06SN20201204,SO279,2020,12,30,19:48:00
2020-12-30 20:01:00,36.09996,15.1109,41.33611111111111,-14.476944444444444,2.0,1.026796594910179,0.0925207587081161,0.1821198092465023,0.8667734236865623,1.3990112619390414,0.1032336886637927,1.2957775732752483,2.0,2.0,2.0,2.0,2.0,2.0,45,3,2117.1467446017755,3.0,1.0255424434044471,2.0,2.0,2363.882988480763,2.0,0.2493385844927615,2.0,8.010881446109547,2.0,06SN20201204,SO279,2020,12,30,20:01:00
2020-12-30 20:14:00,36.09116,15.085,41.28694444444445,-14.224166666666669,2.0,1.0267955710928194,0.0871643806417523,0.177737424213629,0.8692090471817204,1.2534140545914556,0.0983642731264467,1.1550497814650087,2.0,2.0,2.0,2.0,2.0,2.0,46,3,2123.621159644972,2.0,5.861288458484978,2.0,2.0,2361.8034340959457,2.0,1.306945426614675,2.0,8.014522802935915,2.0,06SN20201204,SO279,2020,12,30,20:14:00
2020-12-30 20:30:00,36.080560000000006,15.0484,41.34361111111111,-14.38472222222222,2.0,1.0267955286539387,0.0964164697228302,0.1694592498158835,0.8365833079991032,1.4657251205339352,0.114920640679737,1.350804479854198,2.0,2.0,2.0,2.0,2.0,2.0,47,3,2119.8021187459826,2.0,0.9604965995031308,2.0,2.0,2360.7782161485966,2.0,1.551235119017747,2.0,8.010040898332598,2.0,06SN20201204,SO279,2020,12,30,20:30:00
2020-12-30 20:47:00,36.00786000000001,14.872,41.445277777777775,-14.2275,2.0,1.0267784543116725,0.0745048746190177,0.3145761372802972,0.8244232204574972,1.1204948790742475,0.1032355125439984,1.017259366530249,2.0,2.0,2.0,2.0,2.0,2.0,48,3,2122.857270272966,3.0,2.6440858899836712,2.0,2.0,2359.4604312606234,2.0,0.8548914359612354,2.0,8.008969729125784,2.0,06SN20201204,SO279,2020,12,30,20:47:00
2020-12-30 21:05:00,35.954260000000005,14.7409,41.57111111111111,-14.3125,2.0,1.026765884048453,0.1032367764129937,0.1606987557372072,0.7518753904795392,1.4677153023998262,0.1723859379726404,1.2953293644271855,2.0,2.0,2.0,2.0,2.0,2.0,49,3,2113.264186525387,2.0,3.507081058918629,2.0,2.0,2355.9270221597158,2.0,1.0486707968607334,2.0,8.00499811220386,2.0,06SN20201204,SO279,2020,12,30,21:05:00
2020-12-30 21:23:00,35.89276,14.6945,41.43638888888889,-14.126111111111111,2.0,1.0267285556200785,0.1149281369005418,0.1538868273753018,0.7738169895549198,1.6255513600593594,0.1991763050522103,1.4263750550071492,2.0,2.0,2.0,2.0,2.0,2.0,50,3,2129.3174596483755,3.0,,1.0,3.0,2352.298864412712,2.0,1.201683541624334,2.0,7.997815674602214,2.0,06SN20201204,SO279,2020,12,30,21:23:00
2020-12-30 21:36:00,35.91196000000001,14.7241,41.63722222222222,-14.150833333333331,2.0,1.026736906148488,0.082299564273946,0.3160498059987632,0.7674799603298166,1.2028397855422883,0.1470678604185308,1.0557719251237578,2.0,2.0,2.0,2.0,2.0,2.0,51,3,2113.9801146508757,3.0,3.1893950597668663,2.0,2.0,2353.798370644324,2.0,1.6652931271046327,2.0,8.000558060022971,2.0,06SN20201204,SO279,2020,12,30,21:36:00
